UID,currency,sales,quantity,year,month
d1536e5a-de73-5e90-bf57-8884444fa36a89243e02-7799-5083-9a28-8577b09ba2e7,USD,320.0,2,2023,11
d1536e5a-de73-5e90-bf57-8884444fa36addab3832-4732-5ef8-8d67-974f93dfe264,USD,160.0,1,2023,11
d1536e5a-de73-5e90-bf57-8884444fa36addab3832-4732-5ef8-8d67-974f93dfe264,USD,800.0,5,2023,11
39e295c1-5496-5f3d-9ed7-9a70b92040992455db62-5f2f-5597-b785-ec41cafc3f43,USD,510.0,3,2023,11
39e295c1-5496-5f3d-9ed7-9a70b9204099c82ed093-7c95-598e-9a09-f60f3623a900,USD,680.0,4,2023,11
39e295c1-5496-5f3d-9ed7-9a70b9204099c82ed093-7c95-598e-9a09-f60f3623a900,USD,510.0,3,2023,11
39e295c1-5496-5f3d-9ed7-9a70b92040992f7457cd-db03-57fb-a5ad-dd8deb85d011,USD,850.0,5,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a4934ae0f4-bb7d-528d-980b-48b7b03b8ce4,USD,260.0,2,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a41fda6d50-ff5c-512f-b155-5cca0ef76f09,USD,260.0,2,2023,11
f41c1277-74a7-5d3a-a6c0-ebdfa01f9f3df41c1277-74a7-5d3a-a6c0-ebdfa01f9f3d,USD,380.0,2,2023,11
3acdecf5-62b1-5643-81b8-18ea265a845487178b14-b841-5455-8acf-8f661ecb8d5e,USD,135.0,1,2023,11
97a041ee-8877-57ff-848d-94aec020bc9897a041ee-8877-57ff-848d-94aec020bc98,USD,250.0,2,2023,11
97a041ee-8877-57ff-848d-94aec020bc9897a041ee-8877-57ff-848d-94aec020bc98,USD,625.0,5,2023,11
97a041ee-8877-57ff-848d-94aec020bc98e121c795-65cc-593f-a69a-e2d7367ab4a0,USD,125.0,1,2023,11
97a041ee-8877-57ff-848d-94aec020bc98e121c795-65cc-593f-a69a-e2d7367ab4a0,USD,125.0,1,2023,11
8a4ecc66-2b3a-587c-9495-5c87df8e10b58a4ecc66-2b3a-587c-9495-5c87df8e10b5,USD,519.88,4,2023,11
8a4ecc66-2b3a-587c-9495-5c87df8e10b58a4ecc66-2b3a-587c-9495-5c87df8e10b5,USD,129.97,1,2023,11
8a4ecc66-2b3a-587c-9495-5c87df8e10b579bdaca9-5642-567a-902c-a9edbb6335e2,USD,519.88,4,2023,11
95ef6257-871e-574f-85ce-7ac07861a99f0adbe617-ecf6-5af5-8fc2-793a5632d497,USD,570.0,3,2023,11
95ef6257-871e-574f-85ce-7ac07861a99f0adbe617-ecf6-5af5-8fc2-793a5632d497,USD,760.0,4,2023,11
fb9b433e-4f30-544d-9b80-89fe7af1ffb7612c7d14-88ba-5522-9e1b-11b05fbbbfb5,USD,180.0,1,2023,11
fb9b433e-4f30-544d-9b80-89fe7af1ffb7612c7d14-88ba-5522-9e1b-11b05fbbbfb5,USD,720.0,4,2023,11
2e43d2b0-1a67-54ad-a63f-c4497cbb7c622e43d2b0-1a67-54ad-a63f-c4497cbb7c62,USD,540.0,3,2023,11
96eb7628-2609-5099-8c41-847c3aa401bb48205044-cbfd-5c37-ae8c-e1c46031dab5,USD,170.0,1,2023,11
96eb7628-2609-5099-8c41-847c3aa401bb48205044-cbfd-5c37-ae8c-e1c46031dab5,USD,340.0,2,2023,11
96eb7628-2609-5099-8c41-847c3aa401bbcb5292a3-cd0d-516f-aab6-10db4bea9e76,USD,340.0,2,2023,11
c024f700-9207-5739-8e39-daf3a54bd9bac024f700-9207-5739-8e39-daf3a54bd9ba,USD,520.0,4,2023,11
c024f700-9207-5739-8e39-daf3a54bd9bac024f700-9207-5739-8e39-daf3a54bd9ba,USD,130.0,1,2023,11
c024f700-9207-5739-8e39-daf3a54bd9ba99305543-f25d-5f51-aab7-a32b6e63281a,USD,650.0,5,2023,11
c024f700-9207-5739-8e39-daf3a54bd9ba99305543-f25d-5f51-aab7-a32b6e63281a,USD,520.0,4,2023,11
c024f700-9207-5739-8e39-daf3a54bd9ba4244be4d-53fd-5cc5-8f8a-9242688c2006,USD,390.0,3,2023,11
35ac1f69-0a54-5ce3-9937-fe2c234146e57f5a403e-2a0e-5cd1-a493-35ce13c31452,USD,600.0,5,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355ddc09e80c-4987-53c4-bdc6-857587ed355d,USD,92.0,1,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355ddc09e80c-4987-53c4-bdc6-857587ed355d,USD,368.0,4,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,460.0,5,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,92.0,1,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c9a135e52-b859-5437-80dd-cc600c6ce4fc,USD,320.0,2,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c9a135e52-b859-5437-80dd-cc600c6ce4fc,USD,160.0,1,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c4c54b791-eac5-5277-a242-65fa2a117e64,USD,320.0,2,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c4c54b791-eac5-5277-a242-65fa2a117e64,USD,480.0,3,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c5e205ca0-a6da-5f57-af87-24873a668d39,USD,160.0,1,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c5e205ca0-a6da-5f57-af87-24873a668d39,USD,480.0,3,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c17254e6e-2440-5814-8e96-8dd287b6a338,USD,800.0,5,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c8acfd161-beab-5628-b604-34d93110f5f3,USD,480.0,3,2023,11
4ba10db2-f12d-5a3a-b155-e74c8b4788574ba10db2-f12d-5a3a-b155-e74c8b478857,USD,200.0,1,2023,11
4ba10db2-f12d-5a3a-b155-e74c8b4788570e94d2a7-b363-5a99-8c6b-c219fada9f8f,USD,400.0,2,2023,11
31052ebf-89b6-5c0f-a11b-07d98938ff1e6e9f946f-928b-517d-b2d6-5a851e1b18ef,USD,480.0,3,2023,11
31052ebf-89b6-5c0f-a11b-07d98938ff1e6e9f946f-928b-517d-b2d6-5a851e1b18ef,USD,800.0,5,2023,11
1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,USD,625.0,5,2023,11
1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,USD,500.0,4,2023,11
1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe258d3e06-4a5e-58c1-9dd2-2a96f9c05223,USD,125.0,1,2023,11
1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe2dbeb350-d325-5add-93f0-c316103807cb,USD,500.0,4,2023,11
11fc3fa8-461a-58e4-8da1-4120462c9741928b5a56-2823-5199-ba1f-ca5ea8b2b186,USD,500.0,4,2023,11
18369923-3052-518e-9cab-38712c4e5bda386743d3-89b1-56e3-b563-30c481b05fdd,USD,475.0,5,2023,11
18369923-3052-518e-9cab-38712c4e5bda386743d3-89b1-56e3-b563-30c481b05fdd,USD,285.0,3,2023,11
abbd4035-4df8-5cb6-afc5-e78704db15e63877ed4a-77ca-5440-8bd5-f222e5e4e6c5,USD,500.0,5,2023,11
abbd4035-4df8-5cb6-afc5-e78704db15e67101a8a7-e87d-58f6-928a-3794b7ec40f8,USD,500.0,5,2023,11
c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,USD,144.0,2,2023,11
c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,USD,216.0,3,2023,11
dc0af45f-9fb6-5172-b212-fa2e52fe1dc2dc0af45f-9fb6-5172-b212-fa2e52fe1dc2,USD,704.85,5,2023,11
420912cb-6afb-5d7a-bcff-28fe86e744c56ab72b69-137d-5994-beb1-d78344ef8106,USD,180.0,1,2023,11
9deb3859-5552-550c-ac30-234a6ac20c829deb3859-5552-550c-ac30-234a6ac20c82,USD,285.0,3,2023,11
9deb3859-5552-550c-ac30-234a6ac20c829deb3859-5552-550c-ac30-234a6ac20c82,USD,285.0,3,2023,11
15796c88-420a-5f95-b0e0-6aebc68ffa8215796c88-420a-5f95-b0e0-6aebc68ffa82,USD,465.0,3,2023,11
4ddcdccc-0c87-5a8f-aa41-b4980e210bb74610fe2f-cb28-574f-94b5-1a3747bd2416,USD,185.0,1,2023,11
4ddcdccc-0c87-5a8f-aa41-b4980e210bb74610fe2f-cb28-574f-94b5-1a3747bd2416,USD,370.0,2,2023,11
e804f916-b723-5277-8792-1a0a866c9615e804f916-b723-5277-8792-1a0a866c9615,USD,240.0,3,2023,11
500511ac-f71d-5f88-bb0a-4116d443e010500511ac-f71d-5f88-bb0a-4116d443e010,USD,850.0,5,2023,11
500511ac-f71d-5f88-bb0a-4116d443e010500511ac-f71d-5f88-bb0a-4116d443e010,USD,850.0,5,2023,11
69483c99-73b4-55c0-89ef-0aaf53f40ec7ed5fda0e-4823-5aca-887a-ee04e9827178,USD,700.0,5,2023,11
672fbb9f-3d4a-5ed0-a171-4647f945f911672fbb9f-3d4a-5ed0-a171-4647f945f911,USD,150.0,1,2023,11
9eb971fb-7ada-5e33-aabd-84d5936c6e2e759d1038-2c2d-5f36-81f5-1c218f000252,USD,450.0,3,2023,11
9eb971fb-7ada-5e33-aabd-84d5936c6e2e9dacabb7-ed40-599c-9a24-ffe6aa817141,USD,750.0,5,2023,11
2e2b9287-1daf-5c04-817f-030674177efb24203752-c0a3-5fb0-b9d2-f60ba6c072ab,USD,280.0,2,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc8424512b7b-1664-56e1-9570-8f50c5ea268e,USD,380.0,4,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc8424512b7b-1664-56e1-9570-8f50c5ea268e,USD,285.0,3,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84790135fe-7e29-577f-bb3a-ea695e3b051c,USD,475.0,5,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc846ac0d6eb-3727-561b-8f43-f9cc8f53421e,USD,475.0,5,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84244b0dd1-aa88-5ca9-82ee-c7199826096a,USD,95.0,1,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84244b0dd1-aa88-5ca9-82ee-c7199826096a,USD,380.0,4,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c5ac6240-2f9d-5ac3-a999-795759833ff4,USD,300.0,3,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c5ac6240-2f9d-5ac3-a999-795759833ff4,USD,400.0,4,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4966b34cf-04a9-54b4-aa2a-f35ea86d1712,USD,300.0,3,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4966b34cf-04a9-54b4-aa2a-f35ea86d1712,USD,300.0,3,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff471c67acc-bd78-5665-a9f3-d9e894f323df,USD,100.0,1,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff471c67acc-bd78-5665-a9f3-d9e894f323df,USD,300.0,3,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c09edf02-3dca-5018-af8a-6f459d101967,USD,300.0,3,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c09edf02-3dca-5018-af8a-6f459d101967,USD,400.0,4,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e3031c6b7f45-92b9-5089-a433-88f4e9e9e303,USD,450.0,5,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e3031c6b7f45-92b9-5089-a433-88f4e9e9e303,USD,180.0,2,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303440a9c76-096d-529f-9089-cc260e8a82ac,USD,180.0,2,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303440a9c76-096d-529f-9089-cc260e8a82ac,USD,360.0,4,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303b9ed7281-8896-5d60-840b-f3ec516977e5,USD,360.0,4,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cd4d44b108-2703-5d4b-8a7e-db91f17fc2d4,USD,600.0,5,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cd4d44b108-2703-5d4b-8a7e-db91f17fc2d4,USD,480.0,4,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77aa6b44a9-7f6f-51ec-9762-638002c00660,USD,1180.0,4,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77aa6b44a9-7f6f-51ec-9762-638002c00660,USD,295.0,1,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77130ed836-27d6-5cae-9b06-b4aef7227d84,USD,1475.0,5,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77fa551f8b-8f13-53d1-b080-b7992e2cea43,USD,1180.0,4,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77fa551f8b-8f13-53d1-b080-b7992e2cea43,USD,1475.0,5,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e9cbe6c14-4024-5bd6-93ea-64f11668a35e,USD,540.0,2,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e68cae7dd-c687-5fb7-9493-2bd065cbf76b,USD,810.0,3,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e68cae7dd-c687-5fb7-9493-2bd065cbf76b,USD,1350.0,5,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e49ee6ce5-86e6-5bff-a98a-e28a34ccf1ea,USD,810.0,3,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e49ee6ce5-86e6-5bff-a98a-e28a34ccf1ea,USD,1350.0,5,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e80ea53a4-fef9-5b55-b448-fc5dafe96f37,USD,810.0,3,2023,11
07b2ddbb-09f2-595a-9c50-d441974e20357ab550fb-bd66-55d4-a316-7fcae7ad0bc5,USD,1475.0,5,2023,11
6b2d4bec-bdb3-55f0-89f8-94e0913c5e036b2d4bec-bdb3-55f0-89f8-94e0913c5e03,USD,1200.0,5,2023,11
9887e4a4-2f7e-54a5-b308-8f9bf022d42f9887e4a4-2f7e-54a5-b308-8f9bf022d42f,USD,855.0,3,2023,11
9887e4a4-2f7e-54a5-b308-8f9bf022d42f9887e4a4-2f7e-54a5-b308-8f9bf022d42f,USD,570.0,2,2023,11
807d4414-c9d7-5358-8c29-b3e80eada34cebbfb0c9-328a-5e2c-8ef3-d00b0ac172c7,USD,1140.0,4,2023,11
807d4414-c9d7-5358-8c29-b3e80eada34cebbfb0c9-328a-5e2c-8ef3-d00b0ac172c7,USD,570.0,2,2023,11
a4cbac0f-1a3b-573c-a026-a45a2a14daf6a216fd89-5e6a-59fc-9948-42cff0909cae,USD,260.0,1,2023,11
a4cbac0f-1a3b-573c-a026-a45a2a14daf6a216fd89-5e6a-59fc-9948-42cff0909cae,USD,1300.0,5,2023,11
3db1e2b4-4042-5c54-a30b-be266eeae09815497587-71cd-50cf-8eba-bbbf79b301f8,USD,360.0,3,2023,11
3db1e2b4-4042-5c54-a30b-be266eeae09815497587-71cd-50cf-8eba-bbbf79b301f8,USD,120.0,1,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,640.0,4,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,320.0,2,2023,11
d1020795-95a8-5f73-9ec4-f632ca84e55cd1020795-95a8-5f73-9ec4-f632ca84e55c,USD,240.0,2,2023,11
d1020795-95a8-5f73-9ec4-f632ca84e55c462f69cb-66c4-5ef8-b50c-3d4724d087ca,USD,120.0,1,2023,11
d1020795-95a8-5f73-9ec4-f632ca84e55c462f69cb-66c4-5ef8-b50c-3d4724d087ca,USD,240.0,2,2023,11
d1020795-95a8-5f73-9ec4-f632ca84e55c0e9ecac2-281b-510c-b098-dc5cf5ba997b,USD,240.0,2,2023,11
d9fa37a0-3061-5bef-8af8-86f76cb2bdf36ba67ff4-9a8e-5fdc-924c-de9c6e92366f,USD,420.0,4,2023,11
d9fa37a0-3061-5bef-8af8-86f76cb2bdf36ba67ff4-9a8e-5fdc-924c-de9c6e92366f,USD,525.0,5,2023,11
f803062c-b619-5a7e-addb-756ad0ae59e997f65264-7039-51e3-8747-d0cc9630db67,USD,260.0,4,2023,11
35c82d0a-aae9-5bd3-9f92-811fc9f182277e4c1be0-88ec-5bd2-9f59-cff6cb62b6ea,USD,324.85,5,2023,11
35c82d0a-aae9-5bd3-9f92-811fc9f182277e4c1be0-88ec-5bd2-9f59-cff6cb62b6ea,USD,194.91,3,2023,11
35c82d0a-aae9-5bd3-9f92-811fc9f1822745b64f1d-d63e-5850-b8c4-47c8ec09ddca,USD,129.94,2,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c01a631144-6da7-50df-b57a-5d73ac4090c0,USD,159.94,2,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c01a631144-6da7-50df-b57a-5d73ac4090c0,USD,159.94,2,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c0656fd0a9-af26-58b2-ab22-1b37a9e547c1,USD,159.94,2,2023,11
bd1cd8a4-a845-5a82-adba-1955716cab531a8e30da-9e0b-5b57-b1db-9ee53b98a1b1,USD,425.0,5,2023,11
bd1cd8a4-a845-5a82-adba-1955716cab531a8e30da-9e0b-5b57-b1db-9ee53b98a1b1,USD,85.0,1,2023,11
bd1cd8a4-a845-5a82-adba-1955716cab53bbe94241-39ff-5984-967c-ba92ae136f76,USD,425.0,5,2023,11
9781b33a-cccc-52a7-bec4-1b7421729ea59781b33a-cccc-52a7-bec4-1b7421729ea5,USD,405.0,3,2023,11
9781b33a-cccc-52a7-bec4-1b7421729ea5a7e083f2-11d7-5f74-8e4b-34c84deb299f,USD,135.0,1,2023,11
ae528c0d-f49c-548b-956a-f8493961e0bcae528c0d-f49c-548b-956a-f8493961e0bc,USD,270.0,3,2023,11
ae528c0d-f49c-548b-956a-f8493961e0bcd3d13bd0-8a63-5a47-ab42-94d19ff3d4ae,USD,450.0,5,2023,11
84f3433a-4290-5b9c-b469-4e7b4b41b0b179d30f33-7f40-5e94-8396-221ba4035fd9,USD,240.0,2,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785ff3066f61-7113-550b-b7c4-f1e4efec785f,USD,291.88,4,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785ff3066f61-7113-550b-b7c4-f1e4efec785f,USD,145.94,2,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fb6615713-05a6-5596-8fe1-6cf0e40845a1,USD,72.97,1,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fb6615713-05a6-5596-8fe1-6cf0e40845a1,USD,364.85,5,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fc50d115e-6caf-5398-8a9c-dfac2484c7c5,USD,364.85,5,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fc50d115e-6caf-5398-8a9c-dfac2484c7c5,USD,145.94,2,2023,11
30694dee-8fb4-5e23-a8be-02dc261bc7b030694dee-8fb4-5e23-a8be-02dc261bc7b0,USD,230.0,2,2023,11
30694dee-8fb4-5e23-a8be-02dc261bc7b0599c0c36-baed-5eef-9135-60a4707d699a,USD,575.0,5,2023,11
30694dee-8fb4-5e23-a8be-02dc261bc7b0599c0c36-baed-5eef-9135-60a4707d699a,USD,345.0,3,2023,11
3a38bc58-a1ad-56ca-82e8-d3467f7ebf2acd0c898f-f1a9-56f2-b8c9-b65a48695c27,USD,220.0,2,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf1a4adcf59-399f-5989-97da-3346a6896e95,USD,475.0,5,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf1322f736b-7c93-506c-962b-da3a76d5bd35,USD,285.0,3,2023,11
4b5987ca-b7df-585a-88c9-a6478c64daf145589e27-95c0-531a-ad22-b6740b92d674,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be9486d9cd1-9d6d-5500-8af2-c10e57577227,USD,285.0,3,2023,11
1a6db967-131f-5b26-b50d-94de08129be959d7f5c0-ba21-51a8-a6b2-3a6e3c7effc2,USD,95.0,1,2023,11
1a6db967-131f-5b26-b50d-94de08129be959d7f5c0-ba21-51a8-a6b2-3a6e3c7effc2,USD,380.0,4,2023,11
1a6db967-131f-5b26-b50d-94de08129be9303e7f57-c61c-5593-9d1b-6efa4c5292cc,USD,285.0,3,2023,11
1a6db967-131f-5b26-b50d-94de08129be9303e7f57-c61c-5593-9d1b-6efa4c5292cc,USD,285.0,3,2023,11
1a6db967-131f-5b26-b50d-94de08129be9fd10bef6-4f25-54d3-98e8-c9691f9d74d1,USD,380.0,4,2023,11
