UID,currency,sales,quantity,year,month
515a7027-7c8f-5d12-a1c7-bca9759e83dc8938757d-db8e-5cde-8ddd-4de277e33bde,USD,210.0,2,2023,11
66fcb439-40d9-5c7b-ab6f-44841e20c12766fcb439-40d9-5c7b-ab6f-44841e20c127,USD,510.0,3,2023,11
66fcb439-40d9-5c7b-ab6f-44841e20c12766fcb439-40d9-5c7b-ab6f-44841e20c127,USD,170.0,1,2023,11
a5079e06-b9b9-5811-a6f9-478d53619a5dacafd216-6a3e-590e-b105-0359ad159ab4,USD,600.0,4,2023,11
a5079e06-b9b9-5811-a6f9-478d53619a5dacafd216-6a3e-590e-b105-0359ad159ab4,USD,150.0,1,2023,11
fc8c4a31-e699-5ace-a5bb-50d08ded444218f5d8c6-7109-5938-b8fa-84492cd18c52,USD,180.0,2,2023,11
c781bb66-2844-5f31-88bb-d74b21bf3720c781bb66-2844-5f31-88bb-d74b21bf3720,USD,210.0,1,2023,11
c781bb66-2844-5f31-88bb-d74b21bf3720c781bb66-2844-5f31-88bb-d74b21bf3720,USD,630.0,3,2023,11
c781bb66-2844-5f31-88bb-d74b21bf37205c39400d-3717-5a34-b398-e53fb7bd072c,USD,1050.0,5,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85877d774f-b564-54de-8268-4be2ef7d2e85,USD,340.0,4,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85877d774f-b564-54de-8268-4be2ef7d2e85,USD,255.0,3,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85e306260f-9e1c-58e3-b0a9-53ce0590c394,USD,170.0,2,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85e306260f-9e1c-58e3-b0a9-53ce0590c394,USD,340.0,4,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85a6e6c90d-9c9b-55db-b0eb-92ddaeddc681,USD,340.0,4,2023,11
877d774f-b564-54de-8268-4be2ef7d2e85cab49630-b2e5-5450-85f6-ed5a4a4aab1c,USD,85.0,1,2023,11
a6469ec7-ba76-53da-9a9e-68a0208950c0a6469ec7-ba76-53da-9a9e-68a0208950c0,USD,420.0,3,2023,11
a6469ec7-ba76-53da-9a9e-68a0208950c09cc18e6f-0fec-560e-9ab5-9d46d96dcc38,USD,560.0,4,2023,11
a6469ec7-ba76-53da-9a9e-68a0208950c09cc18e6f-0fec-560e-9ab5-9d46d96dcc38,USD,280.0,2,2023,11
a6469ec7-ba76-53da-9a9e-68a0208950c0fb6e7f7d-cefd-5caf-9c38-8d5df9844def,USD,280.0,2,2023,11
a6469ec7-ba76-53da-9a9e-68a0208950c0fb6e7f7d-cefd-5caf-9c38-8d5df9844def,USD,700.0,5,2023,11
b6e3fc51-94b9-52d2-a499-973c5987cff4b7116a9b-5ce9-54a8-82b8-80abb06b08b3,USD,650.0,5,2023,11
b6e3fc51-94b9-52d2-a499-973c5987cff4be8c9456-49e4-5684-90dd-c9da75868ee4,USD,390.0,3,2023,11
b6e3fc51-94b9-52d2-a499-973c5987cff4be8c9456-49e4-5684-90dd-c9da75868ee4,USD,260.0,2,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3a37bb4e31-932f-51da-a61b-7a3a25838f3a,USD,300.0,2,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3af1adcb81-03d2-54d1-b51f-b488675a3864,USD,450.0,3,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3af1adcb81-03d2-54d1-b51f-b488675a3864,USD,600.0,4,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3acf3d36fb-4bee-5f49-b557-ed147f6575ac,USD,300.0,2,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3acf3d36fb-4bee-5f49-b557-ed147f6575ac,USD,600.0,4,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3ab0906206-cc6a-57ec-ba38-3a330c6eaab1,USD,150.0,1,2023,11
37bb4e31-932f-51da-a61b-7a3a25838f3ab0906206-cc6a-57ec-ba38-3a330c6eaab1,USD,300.0,2,2023,11
3161f40f-b558-581d-b99a-40b4474791153161f40f-b558-581d-b99a-40b447479115,USD,760.0,4,2023,11
09d78b28-7ff3-5568-a3d2-6d26e4ed338c09d78b28-7ff3-5568-a3d2-6d26e4ed338c,USD,475.0,5,2023,11
09d78b28-7ff3-5568-a3d2-6d26e4ed338c09d78b28-7ff3-5568-a3d2-6d26e4ed338c,USD,285.0,3,2023,11
92f9cd9f-48d4-5e15-8e0c-7424c0c5c55792f9cd9f-48d4-5e15-8e0c-7424c0c5c557,USD,540.0,3,2023,11
73f62dfb-8b36-52ec-861d-45a3fae720ee6750bb83-7aee-5d70-ba59-77e0141b3074,USD,850.0,5,2023,11
73f62dfb-8b36-52ec-861d-45a3fae720ee6750bb83-7aee-5d70-ba59-77e0141b3074,USD,340.0,2,2023,11
73f62dfb-8b36-52ec-861d-45a3fae720ee5f4041d0-61d7-5cd2-aa1e-1b25063a533b,USD,680.0,4,2023,11
73f62dfb-8b36-52ec-861d-45a3fae720ee939cd755-3dcf-5b72-acd8-5187166b3290,USD,340.0,2,2023,11
73f62dfb-8b36-52ec-861d-45a3fae720ee939cd755-3dcf-5b72-acd8-5187166b3290,USD,170.0,1,2023,11
d1536e5a-de73-5e90-bf57-8884444fa36a7e1b008a-a434-5cf5-97bb-8ae24283e382,USD,800.0,5,2023,11
d1536e5a-de73-5e90-bf57-8884444fa36a7e1b008a-a434-5cf5-97bb-8ae24283e382,USD,800.0,5,2023,11
39e295c1-5496-5f3d-9ed7-9a70b92040992f7457cd-db03-57fb-a5ad-dd8deb85d011,USD,510.0,3,2023,11
39e295c1-5496-5f3d-9ed7-9a70b92040992f7457cd-db03-57fb-a5ad-dd8deb85d011,USD,170.0,1,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a48e82c80a-3429-5033-8f38-a91e3e5619a4,USD,130.0,1,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a48e82c80a-3429-5033-8f38-a91e3e5619a4,USD,650.0,5,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a41fda6d50-ff5c-512f-b155-5cca0ef76f09,USD,650.0,5,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a41fda6d50-ff5c-512f-b155-5cca0ef76f09,USD,390.0,3,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a4fcc0c0c7-f63e-5d58-83cd-17d9bd22190a,USD,650.0,5,2023,11
8e82c80a-3429-5033-8f38-a91e3e5619a4fcc0c0c7-f63e-5d58-83cd-17d9bd22190a,USD,260.0,2,2023,11
e4f462eb-e533-5e3a-9199-03ac6f6f358fe4f462eb-e533-5e3a-9199-03ac6f6f358f,USD,75.0,1,2023,11
e4f462eb-e533-5e3a-9199-03ac6f6f358fe4f462eb-e533-5e3a-9199-03ac6f6f358f,USD,375.0,5,2023,11
f41c1277-74a7-5d3a-a6c0-ebdfa01f9f3df41c1277-74a7-5d3a-a6c0-ebdfa01f9f3d,USD,950.0,5,2023,11
f41c1277-74a7-5d3a-a6c0-ebdfa01f9f3df41c1277-74a7-5d3a-a6c0-ebdfa01f9f3d,USD,760.0,4,2023,11
fc91af41-f89b-57c5-bffa-ce5be086bebce5b2176d-afbd-5f90-9862-f3e8efb094bc,USD,640.0,4,2023,11
fc91af41-f89b-57c5-bffa-ce5be086bebc99f4ab1c-5b89-52e5-add4-9de04c24c076,USD,160.0,1,2023,11
3acdecf5-62b1-5643-81b8-18ea265a84543acdecf5-62b1-5643-81b8-18ea265a8454,USD,675.0,5,2023,11
3acdecf5-62b1-5643-81b8-18ea265a84548f81dec3-31f5-509b-87a8-62d6f338f84f,USD,540.0,4,2023,11
8c68507f-c327-5e5e-9228-4e99f6684ff18c68507f-c327-5e5e-9228-4e99f6684ff1,USD,491.88,4,2023,11
8c68507f-c327-5e5e-9228-4e99f6684ff18c68507f-c327-5e5e-9228-4e99f6684ff1,USD,245.94,2,2023,11
97a041ee-8877-57ff-848d-94aec020bc981b3fc7c0-ebc8-53e0-bf60-29a137f0317d,USD,625.0,5,2023,11
97a041ee-8877-57ff-848d-94aec020bc98cf33aa9b-6901-5a7b-ae45-b81a6ed7fa3a,USD,375.0,3,2023,11
97a041ee-8877-57ff-848d-94aec020bc98e121c795-65cc-593f-a69a-e2d7367ab4a0,USD,500.0,4,2023,11
97a041ee-8877-57ff-848d-94aec020bc98e121c795-65cc-593f-a69a-e2d7367ab4a0,USD,500.0,4,2023,11
c21abbc4-ef7f-5758-bd48-090ec6dfb3172ad7ac06-bcf0-51df-a664-25b1cbc8308d,USD,200.0,1,2023,11
c21abbc4-ef7f-5758-bd48-090ec6dfb3172ad7ac06-bcf0-51df-a664-25b1cbc8308d,USD,800.0,4,2023,11
95ef6257-871e-574f-85ce-7ac07861a99f0adbe617-ecf6-5af5-8fc2-793a5632d497,USD,190.0,1,2023,11
95ef6257-871e-574f-85ce-7ac07861a99f0adbe617-ecf6-5af5-8fc2-793a5632d497,USD,760.0,4,2023,11
fb9b433e-4f30-544d-9b80-89fe7af1ffb7a8447851-bb21-5c98-8983-da2284c2cdd8,USD,540.0,3,2023,11
96eb7628-2609-5099-8c41-847c3aa401bb4d86f2cf-4268-5a05-9dcb-5d3b088a97b1,USD,510.0,3,2023,11
96eb7628-2609-5099-8c41-847c3aa401bb48205044-cbfd-5c37-ae8c-e1c46031dab5,USD,170.0,1,2023,11
96eb7628-2609-5099-8c41-847c3aa401bbcb5292a3-cd0d-516f-aab6-10db4bea9e76,USD,510.0,3,2023,11
c024f700-9207-5739-8e39-daf3a54bd9ba4244be4d-53fd-5cc5-8f8a-9242688c2006,USD,390.0,3,2023,11
73332efe-6827-5ff6-b53c-d5c8d3f0daf4036d10b9-7b11-5328-b79c-4f779733ffff,USD,160.0,1,2023,11
73332efe-6827-5ff6-b53c-d5c8d3f0daf4a87c4f12-6b8e-5513-9410-16e6207248a2,USD,320.0,2,2023,11
73332efe-6827-5ff6-b53c-d5c8d3f0daf4a87c4f12-6b8e-5513-9410-16e6207248a2,USD,160.0,1,2023,11
73332efe-6827-5ff6-b53c-d5c8d3f0daf4dd9572cc-68f4-5690-9537-c78e649f6508,USD,640.0,4,2023,11
35ac1f69-0a54-5ce3-9937-fe2c234146e5350612b8-7be3-565d-9747-8adf18a5437b,USD,480.0,4,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,92.0,1,2023,11
dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,276.0,3,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755cec9480bd-f08a-5ed6-815b-96f552dd755c,USD,320.0,2,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c4c54b791-eac5-5277-a242-65fa2a117e64,USD,320.0,2,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c17254e6e-2440-5814-8e96-8dd287b6a338,USD,480.0,3,2023,11
ec9480bd-f08a-5ed6-815b-96f552dd755c8acfd161-beab-5628-b604-34d93110f5f3,USD,320.0,2,2023,11
204474fe-a318-55df-9592-aec011383cff204474fe-a318-55df-9592-aec011383cff,USD,210.0,1,2023,11
4ba10db2-f12d-5a3a-b155-e74c8b478857cf5234e8-22bb-5a99-a1bb-906c13115f2c,USD,600.0,3,2023,11
4ba10db2-f12d-5a3a-b155-e74c8b478857cf5234e8-22bb-5a99-a1bb-906c13115f2c,USD,600.0,3,2023,11
1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,USD,375.0,3,2023,11
11fc3fa8-461a-58e4-8da1-4120462c9741928b5a56-2823-5199-ba1f-ca5ea8b2b186,USD,125.0,1,2023,11
9ad62248-1646-53c8-abed-4f46bf9a06419ad62248-1646-53c8-abed-4f46bf9a0641,USD,315.0,3,2023,11
9ad62248-1646-53c8-abed-4f46bf9a06419ad62248-1646-53c8-abed-4f46bf9a0641,USD,210.0,2,2023,11
9ad62248-1646-53c8-abed-4f46bf9a064157cbf8f9-37f8-50bb-b418-796893bc0307,USD,105.0,1,2023,11
9ad62248-1646-53c8-abed-4f46bf9a064157cbf8f9-37f8-50bb-b418-796893bc0307,USD,315.0,3,2023,11
c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,USD,288.0,4,2023,11
c1924f24-3ce0-5e04-90d7-15e7c385f23ae21afb0d-2987-57ce-bf74-61cb60953728,USD,360.0,5,2023,11
547e998b-b28d-5432-912d-58088f3b2851547e998b-b28d-5432-912d-58088f3b2851,USD,300.0,4,2023,11
547e998b-b28d-5432-912d-58088f3b2851547e998b-b28d-5432-912d-58088f3b2851,USD,375.0,5,2023,11
8e3d052b-a399-571d-ba72-91c4801821aa8e3d052b-a399-571d-ba72-91c4801821aa,USD,285.0,3,2023,11
8e3d052b-a399-571d-ba72-91c4801821aa8e3d052b-a399-571d-ba72-91c4801821aa,USD,380.0,4,2023,11
420912cb-6afb-5d7a-bcff-28fe86e744c56ab72b69-137d-5994-beb1-d78344ef8106,USD,540.0,3,2023,11
04a06168-4ca7-5122-9bd8-33b2ffb46c167909a740-e2a8-527e-85ff-1f9d3311c36d,USD,369.85,5,2023,11
04a06168-4ca7-5122-9bd8-33b2ffb46c167909a740-e2a8-527e-85ff-1f9d3311c36d,USD,147.94,2,2023,11
9deb3859-5552-550c-ac30-234a6ac20c8207b1918d-2088-5f52-9485-22841ef1f0ab,USD,285.0,3,2023,11
9deb3859-5552-550c-ac30-234a6ac20c8207b1918d-2088-5f52-9485-22841ef1f0ab,USD,285.0,3,2023,11
4995faa8-5431-5d19-b1bb-4e3aedeb29504995faa8-5431-5d19-b1bb-4e3aedeb2950,USD,650.0,5,2023,11
4995faa8-5431-5d19-b1bb-4e3aedeb29504995faa8-5431-5d19-b1bb-4e3aedeb2950,USD,260.0,2,2023,11
15796c88-420a-5f95-b0e0-6aebc68ffa8215796c88-420a-5f95-b0e0-6aebc68ffa82,USD,310.0,2,2023,11
15796c88-420a-5f95-b0e0-6aebc68ffa8215796c88-420a-5f95-b0e0-6aebc68ffa82,USD,620.0,4,2023,11
15796c88-420a-5f95-b0e0-6aebc68ffa8228d9b872-e278-5709-a0de-0491aad0aba2,USD,465.0,3,2023,11
15796c88-420a-5f95-b0e0-6aebc68ffa8228d9b872-e278-5709-a0de-0491aad0aba2,USD,310.0,2,2023,11
134d2a95-89fd-5d80-87f4-2c0b9c56e99263b3cd69-69fb-5f40-b20d-81bb73921e17,USD,920.0,4,2023,11
4ddcdccc-0c87-5a8f-aa41-b4980e210bb74ddcdccc-0c87-5a8f-aa41-b4980e210bb7,USD,185.0,1,2023,11
e804f916-b723-5277-8792-1a0a866c9615e804f916-b723-5277-8792-1a0a866c9615,USD,80.0,1,2023,11
69483c99-73b4-55c0-89ef-0aaf53f40ec71d5d1a13-948d-58c5-9cf1-840572ff8c57,USD,700.0,5,2023,11
69483c99-73b4-55c0-89ef-0aaf53f40ec71d5d1a13-948d-58c5-9cf1-840572ff8c57,USD,700.0,5,2023,11
9eb971fb-7ada-5e33-aabd-84d5936c6e2e759d1038-2c2d-5f36-81f5-1c218f000252,USD,600.0,4,2023,11
2e2b9287-1daf-5c04-817f-030674177efb2e2b9287-1daf-5c04-817f-030674177efb,USD,140.0,1,2023,11
2e2b9287-1daf-5c04-817f-030674177efb0b1d52c2-bc26-58a5-9e3d-9d3666992fd7,USD,140.0,1,2023,11
2e2b9287-1daf-5c04-817f-030674177efb0b1d52c2-bc26-58a5-9e3d-9d3666992fd7,USD,140.0,1,2023,11
2e2b9287-1daf-5c04-817f-030674177efbb24119c2-d668-50f1-8e5b-986e6d35c36b,USD,420.0,3,2023,11
2e2b9287-1daf-5c04-817f-030674177efbb24119c2-d668-50f1-8e5b-986e6d35c36b,USD,140.0,1,2023,11
2e2b9287-1daf-5c04-817f-030674177efb9d112a10-1cf1-5c57-b2a4-b79378072f0f,USD,140.0,1,2023,11
2e2b9287-1daf-5c04-817f-030674177efb9d112a10-1cf1-5c57-b2a4-b79378072f0f,USD,140.0,1,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84baa96488-9ff9-5749-b326-43b3697c5b89,USD,285.0,3,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc847572fe97-b42b-5250-b9c8-f5c5b5177d4f,USD,95.0,1,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc847572fe97-b42b-5250-b9c8-f5c5b5177d4f,USD,285.0,3,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84790135fe-7e29-577f-bb3a-ea695e3b051c,USD,285.0,3,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84790135fe-7e29-577f-bb3a-ea695e3b051c,USD,475.0,5,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc840a79163a-f652-572f-b0d6-e87105b533d2,USD,190.0,2,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84a074ba36-4e49-5822-9d2f-441b69e07cea,USD,190.0,2,2023,11
461b4dbf-ab85-5673-8d44-eeb75f29bc84244b0dd1-aa88-5ca9-82ee-c7199826096a,USD,190.0,2,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c745db5f-0dec-5b97-96e3-47602585980d,USD,100.0,1,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff4c745db5f-0dec-5b97-96e3-47602585980d,USD,200.0,2,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff414ac45af-28e7-5ba3-9f6a-c867f220ef31,USD,400.0,4,2023,11
c5ac6240-2f9d-5ac3-a999-795759833ff414ac45af-28e7-5ba3-9f6a-c867f220ef31,USD,400.0,4,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e3035cb777b1-d1f7-5041-a364-cc7f64059e47,USD,450.0,5,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e3035cb777b1-d1f7-5041-a364-cc7f64059e47,USD,450.0,5,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303a23784c0-d22c-5903-8206-cfbe014dbf8f,USD,270.0,3,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303a23784c0-d22c-5903-8206-cfbe014dbf8f,USD,270.0,3,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303b9ed7281-8896-5d60-840b-f3ec516977e5,USD,90.0,1,2023,11
1c6b7f45-92b9-5089-a433-88f4e9e9e303b9ed7281-8896-5d60-840b-f3ec516977e5,USD,180.0,2,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cd4d44b108-2703-5d4b-8a7e-db91f17fc2d4,USD,240.0,2,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cda18e99fe-1397-5648-85fb-58c079b0d3ef,USD,120.0,1,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cd5fbac7e5-cf76-5e5a-9b5d-e827701e3f60,USD,240.0,2,2023,11
12d0b1c0-6fab-5bf1-9476-e788487c78cd5fbac7e5-cf76-5e5a-9b5d-e827701e3f60,USD,480.0,4,2023,11
849fff05-736c-5ec8-8c02-d87a3687ed77849fff05-736c-5ec8-8c02-d87a3687ed77,USD,1180.0,4,2023,11
9cbe6c14-4024-5bd6-93ea-64f11668a35e80ea53a4-fef9-5b55-b448-fc5dafe96f37,USD,810.0,3,2023,11
07b2ddbb-09f2-595a-9c50-d441974e20357ab550fb-bd66-55d4-a316-7fcae7ad0bc5,USD,885.0,3,2023,11
67017bd2-12a0-59d3-8d58-7d12541c142764c695e3-9074-586d-bb74-5d41c284ac12,USD,540.0,2,2023,11
6b2d4bec-bdb3-55f0-89f8-94e0913c5e036b2d4bec-bdb3-55f0-89f8-94e0913c5e03,USD,480.0,2,2023,11
6b2d4bec-bdb3-55f0-89f8-94e0913c5e031837e9d9-876d-5421-a2f5-d168e7b012c2,USD,960.0,4,2023,11
6b2d4bec-bdb3-55f0-89f8-94e0913c5e031837e9d9-876d-5421-a2f5-d168e7b012c2,USD,720.0,3,2023,11
6b2d4bec-bdb3-55f0-89f8-94e0913c5e03101c74bc-4a2a-5f86-a9db-300fb7e8e0ab,USD,480.0,2,2023,11
9887e4a4-2f7e-54a5-b308-8f9bf022d42f9887e4a4-2f7e-54a5-b308-8f9bf022d42f,USD,285.0,1,2023,11
9887e4a4-2f7e-54a5-b308-8f9bf022d42f9887e4a4-2f7e-54a5-b308-8f9bf022d42f,USD,285.0,1,2023,11
9887e4a4-2f7e-54a5-b308-8f9bf022d42f9a0e818f-798d-5c3b-b11c-a41dfd45dcb6,USD,570.0,2,2023,11
a4cbac0f-1a3b-573c-a026-a45a2a14daf697cf6294-3238-53ec-a01f-8bdd6c218058,USD,520.0,2,2023,11
a4cbac0f-1a3b-573c-a026-a45a2a14daf6a216fd89-5e6a-59fc-9948-42cff0909cae,USD,1040.0,4,2023,11
3db1e2b4-4042-5c54-a30b-be266eeae0983db1e2b4-4042-5c54-a30b-be266eeae098,USD,600.0,5,2023,11
3db1e2b4-4042-5c54-a30b-be266eeae09815497587-71cd-50cf-8eba-bbbf79b301f8,USD,360.0,3,2023,11
3db1e2b4-4042-5c54-a30b-be266eeae098ce42910b-ef1f-59e9-a52c-f06c9441e4c6,USD,600.0,5,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cd461315ec-ae81-5515-9df0-c83481f5f216,USD,800.0,5,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cd461315ec-ae81-5515-9df0-c83481f5f216,USD,640.0,4,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cd222a38be-d31b-58b6-b1c3-86cc80c85e56,USD,800.0,5,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,320.0,2,2023,11
d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,320.0,2,2023,11
d9fa37a0-3061-5bef-8af8-86f76cb2bdf3d9fa37a0-3061-5bef-8af8-86f76cb2bdf3,USD,315.0,3,2023,11
f803062c-b619-5a7e-addb-756ad0ae59e9090d3562-7c07-505a-945f-c473e9d62448,USD,325.0,5,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c0656fd0a9-af26-58b2-ab22-1b37a9e547c1,USD,239.91,3,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c0656fd0a9-af26-58b2-ab22-1b37a9e547c1,USD,319.88,4,2023,11
1a631144-6da7-50df-b57a-5d73ac4090c074f55179-8e49-5db5-afb5-9365722760de,USD,159.94,2,2023,11
9781b33a-cccc-52a7-bec4-1b7421729ea59781b33a-cccc-52a7-bec4-1b7421729ea5,USD,405.0,3,2023,11
ae528c0d-f49c-548b-956a-f8493961e0bcd3d13bd0-8a63-5a47-ab42-94d19ff3d4ae,USD,180.0,2,2023,11
ae528c0d-f49c-548b-956a-f8493961e0bcd3d13bd0-8a63-5a47-ab42-94d19ff3d4ae,USD,180.0,2,2023,11
9a72b34c-5412-5404-b18a-9b96c5a208199a72b34c-5412-5404-b18a-9b96c5a20819,USD,560.0,4,2023,11
e668ec61-87ae-540d-9f30-023a30bc5258e668ec61-87ae-540d-9f30-023a30bc5258,USD,500.0,4,2023,11
84f3433a-4290-5b9c-b469-4e7b4b41b0b184f3433a-4290-5b9c-b469-4e7b4b41b0b1,USD,600.0,5,2023,11
84f3433a-4290-5b9c-b469-4e7b4b41b0b1edadf12f-c494-5b8f-801f-91aae8543bfa,USD,600.0,5,2023,11
84f3433a-4290-5b9c-b469-4e7b4b41b0b15916654e-7573-5e94-adf7-820736a551f3,USD,600.0,5,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fc50d115e-6caf-5398-8a9c-dfac2484c7c5,USD,72.97,1,2023,11
f3066f61-7113-550b-b7c4-f1e4efec785fc50d115e-6caf-5398-8a9c-dfac2484c7c5,USD,72.97,1,2023,11
