,ticket_id,UID,currency,sales,quantity,date
30,202311200661547,fc8c4a31-e699-5ace-a5bb-50d08ded44423b75d898-44d7-523f-98e1-483eb79cbf3d,USD,450.0,5,2023-11-20
31,202311200845778,fc8c4a31-e699-5ace-a5bb-50d08ded44423b75d898-44d7-523f-98e1-483eb79cbf3d,USD,450.0,5,2023-11-20
32,202311200727363,fc8c4a31-e699-5ace-a5bb-50d08ded444266684f8a-4e59-5dad-9eb3-37f14ab7b58f,USD,450.0,5,2023-11-20
33,202311200655418,c781bb66-2844-5f31-88bb-d74b21bf3720c781bb66-2844-5f31-88bb-d74b21bf3720,USD,630.0,3,2023-11-20
34,202311200776089,877d774f-b564-54de-8268-4be2ef7d2e85877d774f-b564-54de-8268-4be2ef7d2e85,USD,85.0,1,2023-11-20
35,202311200158712,877d774f-b564-54de-8268-4be2ef7d2e85e306260f-9e1c-58e3-b0a9-53ce0590c394,USD,85.0,1,2023-11-20
36,202311200234018,877d774f-b564-54de-8268-4be2ef7d2e85bcf2b39f-d5c1-57d5-9416-0ddc004c7b74,USD,340.0,4,2023-11-20
37,202311200674479,877d774f-b564-54de-8268-4be2ef7d2e8501b49f6f-a470-5eb2-a115-543c16354281,USD,425.0,5,2023-11-20
38,202311200063693,877d774f-b564-54de-8268-4be2ef7d2e85060b1e9b-d408-50e9-87b3-39d9f503c236,USD,85.0,1,2023-11-20
39,202311200124357,877d774f-b564-54de-8268-4be2ef7d2e85095b4d27-1fc2-50e5-a875-871b36025305,USD,255.0,3,2023-11-20
40,202311200403703,a6469ec7-ba76-53da-9a9e-68a0208950c0ff212199-bad1-5248-90e7-1cd57946a4f2,USD,140.0,1,2023-11-20
41,202311200694996,b6e3fc51-94b9-52d2-a499-973c5987cff4be8c9456-49e4-5684-90dd-c9da75868ee4,USD,130.0,1,2023-11-20
42,202311200485243,b6e3fc51-94b9-52d2-a499-973c5987cff4be8c9456-49e4-5684-90dd-c9da75868ee4,USD,130.0,1,2023-11-20
43,202311200052909,37bb4e31-932f-51da-a61b-7a3a25838f3af1adcb81-03d2-54d1-b51f-b488675a3864,USD,600.0,4,2023-11-20
44,202311200517420,09d78b28-7ff3-5568-a3d2-6d26e4ed338c09d78b28-7ff3-5568-a3d2-6d26e4ed338c,USD,475.0,5,2023-11-20
45,202311200143780,73f62dfb-8b36-52ec-861d-45a3fae720eeeb901099-cda7-5329-b113-868820e042ce,USD,340.0,2,2023-11-20
46,202311200272816,73f62dfb-8b36-52ec-861d-45a3fae720ee6750bb83-7aee-5d70-ba59-77e0141b3074,USD,850.0,5,2023-11-20
47,202311200505087,73f62dfb-8b36-52ec-861d-45a3fae720ee6750bb83-7aee-5d70-ba59-77e0141b3074,USD,340.0,2,2023-11-20
48,202311200376199,73f62dfb-8b36-52ec-861d-45a3fae720ee5f4041d0-61d7-5cd2-aa1e-1b25063a533b,USD,170.0,1,2023-11-20
49,202311200310841,73f62dfb-8b36-52ec-861d-45a3fae720ee5f4041d0-61d7-5cd2-aa1e-1b25063a533b,USD,170.0,1,2023-11-20
50,202311200385578,73f62dfb-8b36-52ec-861d-45a3fae720ee939cd755-3dcf-5b72-acd8-5187166b3290,USD,850.0,5,2023-11-20
51,202311200173861,73f62dfb-8b36-52ec-861d-45a3fae720ee939cd755-3dcf-5b72-acd8-5187166b3290,USD,850.0,5,2023-11-20
52,202311200521845,d1536e5a-de73-5e90-bf57-8884444fa36a89243e02-7799-5083-9a28-8577b09ba2e7,USD,480.0,3,2023-11-20
53,202311200846091,d1536e5a-de73-5e90-bf57-8884444fa36ae2b160c5-da7b-513c-a326-59f4854b484b,USD,640.0,4,2023-11-20
54,202311200238077,d1536e5a-de73-5e90-bf57-8884444fa36addab3832-4732-5ef8-8d67-974f93dfe264,USD,800.0,5,2023-11-20
55,202311200422866,39e295c1-5496-5f3d-9ed7-9a70b920409939e295c1-5496-5f3d-9ed7-9a70b9204099,USD,680.0,4,2023-11-20
56,202311200508296,39e295c1-5496-5f3d-9ed7-9a70b920409939e295c1-5496-5f3d-9ed7-9a70b9204099,USD,170.0,1,2023-11-20
57,202311200000019,39e295c1-5496-5f3d-9ed7-9a70b92040992455db62-5f2f-5597-b785-ec41cafc3f43,USD,340.0,2,2023-11-20
58,202311200996713,39e295c1-5496-5f3d-9ed7-9a70b92040992455db62-5f2f-5597-b785-ec41cafc3f43,USD,170.0,1,2023-11-20
59,202311200186891,39e295c1-5496-5f3d-9ed7-9a70b9204099c82ed093-7c95-598e-9a09-f60f3623a900,USD,340.0,2,2023-11-20
60,202311200701854,8e82c80a-3429-5033-8f38-a91e3e5619a4a9dbd74c-6e6e-5e43-8ccd-901b52b875c9,USD,520.0,4,2023-11-20
61,202311200160458,8e82c80a-3429-5033-8f38-a91e3e5619a4a9dbd74c-6e6e-5e43-8ccd-901b52b875c9,USD,390.0,3,2023-11-20
62,202311200513032,8e82c80a-3429-5033-8f38-a91e3e5619a4315d5e5a-8857-5638-a82f-aa9f9c98c14a,USD,260.0,2,2023-11-20
63,202311200969136,8e82c80a-3429-5033-8f38-a91e3e5619a4315d5e5a-8857-5638-a82f-aa9f9c98c14a,USD,390.0,3,2023-11-20
64,202311200903643,e4f462eb-e533-5e3a-9199-03ac6f6f358fe4f462eb-e533-5e3a-9199-03ac6f6f358f,USD,150.0,2,2023-11-20
65,202311200839899,fc91af41-f89b-57c5-bffa-ce5be086bebcfc91af41-f89b-57c5-bffa-ce5be086bebc,USD,160.0,1,2023-11-20
66,202311200096802,fc91af41-f89b-57c5-bffa-ce5be086bebcfc91af41-f89b-57c5-bffa-ce5be086bebc,USD,640.0,4,2023-11-20
67,202311200662281,fc91af41-f89b-57c5-bffa-ce5be086bebccffae56b-6d33-5f6a-88e4-66a02dc7d9e9,USD,640.0,4,2023-11-20
68,202311200703587,3acdecf5-62b1-5643-81b8-18ea265a84543acdecf5-62b1-5643-81b8-18ea265a8454,USD,405.0,3,2023-11-20
69,202311200448184,3acdecf5-62b1-5643-81b8-18ea265a845487178b14-b841-5455-8acf-8f661ecb8d5e,USD,405.0,3,2023-11-20
70,202311200546883,3acdecf5-62b1-5643-81b8-18ea265a845487178b14-b841-5455-8acf-8f661ecb8d5e,USD,405.0,3,2023-11-20
71,202311200225466,3acdecf5-62b1-5643-81b8-18ea265a8454ebd1ebbd-1b62-508e-93b9-a23f091e912c,USD,675.0,5,2023-11-20
72,202311200790138,3acdecf5-62b1-5643-81b8-18ea265a84540f4f5b07-d7fa-505e-a54b-fec3c79b235d,USD,540.0,4,2023-11-20
73,202311200867407,3acdecf5-62b1-5643-81b8-18ea265a84540f4f5b07-d7fa-505e-a54b-fec3c79b235d,USD,675.0,5,2023-11-20
74,202311200913793,3acdecf5-62b1-5643-81b8-18ea265a8454f7f230ad-a37d-58de-8d3c-1228c4bc416f,USD,135.0,1,2023-11-20
75,202311200265529,3acdecf5-62b1-5643-81b8-18ea265a8454f7f230ad-a37d-58de-8d3c-1228c4bc416f,USD,135.0,1,2023-11-20
76,202311200266471,97a041ee-8877-57ff-848d-94aec020bc981b3fc7c0-ebc8-53e0-bf60-29a137f0317d,USD,625.0,5,2023-11-20
77,202311200149009,97a041ee-8877-57ff-848d-94aec020bc98cf33aa9b-6901-5a7b-ae45-b81a6ed7fa3a,USD,500.0,4,2023-11-20
78,202311200642402,97a041ee-8877-57ff-848d-94aec020bc98e121c795-65cc-593f-a69a-e2d7367ab4a0,USD,250.0,2,2023-11-20
79,202311200508615,8a4ecc66-2b3a-587c-9495-5c87df8e10b58a4ecc66-2b3a-587c-9495-5c87df8e10b5,USD,649.85,5,2023-11-20
80,202311200835525,8a4ecc66-2b3a-587c-9495-5c87df8e10b5ed3783e4-9f00-56ef-b024-d3c83bd11500,USD,519.88,4,2023-11-20
81,202311200337220,8a4ecc66-2b3a-587c-9495-5c87df8e10b5ed3783e4-9f00-56ef-b024-d3c83bd11500,USD,649.85,5,2023-11-20
82,202311200135935,c21abbc4-ef7f-5758-bd48-090ec6dfb3177fe23177-9ec8-51a4-a796-83e58de83d20,USD,1000.0,5,2023-11-20
83,202311200680380,c21abbc4-ef7f-5758-bd48-090ec6dfb31768d0b8dc-4a32-5483-a14a-d144dbda09eb,USD,400.0,2,2023-11-20
84,202311200246088,c21abbc4-ef7f-5758-bd48-090ec6dfb31768d0b8dc-4a32-5483-a14a-d144dbda09eb,USD,1000.0,5,2023-11-20
85,202311200118294,95ef6257-871e-574f-85ce-7ac07861a99f95ef6257-871e-574f-85ce-7ac07861a99f,USD,760.0,4,2023-11-20
86,202311200070848,fb9b433e-4f30-544d-9b80-89fe7af1ffb7fb9b433e-4f30-544d-9b80-89fe7af1ffb7,USD,540.0,3,2023-11-20
87,202311200681153,2e43d2b0-1a67-54ad-a63f-c4497cbb7c622e43d2b0-1a67-54ad-a63f-c4497cbb7c62,USD,180.0,1,2023-11-20
88,202311200571837,c024f700-9207-5739-8e39-daf3a54bd9ba99305543-f25d-5f51-aab7-a32b6e63281a,USD,650.0,5,2023-11-20
89,202311200596158,c024f700-9207-5739-8e39-daf3a54bd9ba99305543-f25d-5f51-aab7-a32b6e63281a,USD,650.0,5,2023-11-20
90,202311200820715,73332efe-6827-5ff6-b53c-d5c8d3f0daf4a4a2f6f2-5f6b-5e06-8e2f-f8052eeefc55,USD,800.0,5,2023-11-20
91,202311200775802,73332efe-6827-5ff6-b53c-d5c8d3f0daf4a4a2f6f2-5f6b-5e06-8e2f-f8052eeefc55,USD,160.0,1,2023-11-20
92,202311200333814,35ac1f69-0a54-5ce3-9937-fe2c234146e535ac1f69-0a54-5ce3-9937-fe2c234146e5,USD,240.0,2,2023-11-20
93,202311200838769,35ac1f69-0a54-5ce3-9937-fe2c234146e5350612b8-7be3-565d-9747-8adf18a5437b,USD,360.0,3,2023-11-20
94,202311200745371,35ac1f69-0a54-5ce3-9937-fe2c234146e5350612b8-7be3-565d-9747-8adf18a5437b,USD,600.0,5,2023-11-20
95,202311200156312,dc09e80c-4987-53c4-bdc6-857587ed355ddc09e80c-4987-53c4-bdc6-857587ed355d,USD,184.0,2,2023-11-20
96,202311200687195,dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,460.0,5,2023-11-20
97,202311200718362,dc09e80c-4987-53c4-bdc6-857587ed355d01780ad9-044d-5695-bfa0-60bdfc96d8b2,USD,368.0,4,2023-11-20
98,202311200740620,ec9480bd-f08a-5ed6-815b-96f552dd755cec9480bd-f08a-5ed6-815b-96f552dd755c,USD,640.0,4,2023-11-20
99,202311200262349,ec9480bd-f08a-5ed6-815b-96f552dd755cec9480bd-f08a-5ed6-815b-96f552dd755c,USD,320.0,2,2023-11-20
100,202311200564128,ec9480bd-f08a-5ed6-815b-96f552dd755c4c54b791-eac5-5277-a242-65fa2a117e64,USD,160.0,1,2023-11-20
101,202311200944263,ec9480bd-f08a-5ed6-815b-96f552dd755c4c54b791-eac5-5277-a242-65fa2a117e64,USD,320.0,2,2023-11-20
102,202311200390878,4ba10db2-f12d-5a3a-b155-e74c8b478857cf5234e8-22bb-5a99-a1bb-906c13115f2c,USD,600.0,3,2023-11-20
103,202311200560342,4ba10db2-f12d-5a3a-b155-e74c8b478857cf5234e8-22bb-5a99-a1bb-906c13115f2c,USD,200.0,1,2023-11-20
104,202311200205261,31052ebf-89b6-5c0f-a11b-07d98938ff1e31052ebf-89b6-5c0f-a11b-07d98938ff1e,USD,800.0,5,2023-11-20
105,202311200247541,31052ebf-89b6-5c0f-a11b-07d98938ff1e31052ebf-89b6-5c0f-a11b-07d98938ff1e,USD,320.0,2,2023-11-20
106,202311200256961,31052ebf-89b6-5c0f-a11b-07d98938ff1e6e9f946f-928b-517d-b2d6-5a851e1b18ef,USD,320.0,2,2023-11-20
107,202311200534890,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,USD,625.0,5,2023-11-20
108,202311200283441,1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe1e9c53ed-f91c-5ab4-84a5-e04a6dedfbbe,USD,375.0,3,2023-11-20
109,202311200817601,11fc3fa8-461a-58e4-8da1-4120462c974111fc3fa8-461a-58e4-8da1-4120462c9741,USD,375.0,3,2023-11-20
110,202311200371855,18369923-3052-518e-9cab-38712c4e5bda386743d3-89b1-56e3-b563-30c481b05fdd,USD,285.0,3,2023-11-20
111,202311200522831,abbd4035-4df8-5cb6-afc5-e78704db15e67101a8a7-e87d-58f6-928a-3794b7ec40f8,USD,400.0,4,2023-11-20
112,202311200639388,c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,USD,144.0,2,2023-11-20
113,202311200120840,c1924f24-3ce0-5e04-90d7-15e7c385f23a2e6494a3-a118-57c8-87cc-c35e37ac5cbb,USD,288.0,4,2023-11-20
114,202311200757840,3b64e545-c2a0-5c4f-a455-0712d84df2b43b64e545-c2a0-5c4f-a455-0712d84df2b4,USD,332.0,4,2023-11-20
115,202311200557325,3b64e545-c2a0-5c4f-a455-0712d84df2b4b928df32-97c5-5241-8473-67cc3b6de98b,USD,249.0,3,2023-11-20
116,202311200707645,a369b6e0-790c-5b1f-a696-18982f0ae349cff5061a-b23f-5411-90a8-0256f167c017,USD,70.0,1,2023-11-20
117,202311200923059,72d91198-c97a-5a4b-86a7-70215f9cf3be72d91198-c97a-5a4b-86a7-70215f9cf3be,USD,119.94,2,2023-11-20
118,202311200801919,8e3d052b-a399-571d-ba72-91c4801821aa8e3d052b-a399-571d-ba72-91c4801821aa,USD,95.0,1,2023-11-20
119,202311200718665,420912cb-6afb-5d7a-bcff-28fe86e744c5420912cb-6afb-5d7a-bcff-28fe86e744c5,USD,720.0,4,2023-11-20
120,202311200027317,420912cb-6afb-5d7a-bcff-28fe86e744c5420912cb-6afb-5d7a-bcff-28fe86e744c5,USD,540.0,3,2023-11-20
121,202311200970900,420912cb-6afb-5d7a-bcff-28fe86e744c56ab72b69-137d-5994-beb1-d78344ef8106,USD,360.0,2,2023-11-20
122,202311200711784,420912cb-6afb-5d7a-bcff-28fe86e744c56ab72b69-137d-5994-beb1-d78344ef8106,USD,180.0,1,2023-11-20
123,202311200472820,04a06168-4ca7-5122-9bd8-33b2ffb46c167909a740-e2a8-527e-85ff-1f9d3311c36d,USD,73.97,1,2023-11-20
124,202311200171279,9deb3859-5552-550c-ac30-234a6ac20c8207b1918d-2088-5f52-9485-22841ef1f0ab,USD,380.0,4,2023-11-20
125,202311200756079,9deb3859-5552-550c-ac30-234a6ac20c8207b1918d-2088-5f52-9485-22841ef1f0ab,USD,380.0,4,2023-11-20
126,202311200125103,31049291-dd06-55f2-a2bd-37977079a1c746dc03db-0cfc-5886-8d72-02bb31776e09,USD,700.0,5,2023-11-20
127,202311200897437,31049291-dd06-55f2-a2bd-37977079a1c746dc03db-0cfc-5886-8d72-02bb31776e09,USD,700.0,5,2023-11-20
128,202311200695541,15796c88-420a-5f95-b0e0-6aebc68ffa8215796c88-420a-5f95-b0e0-6aebc68ffa82,USD,310.0,2,2023-11-20
129,202311200491846,15796c88-420a-5f95-b0e0-6aebc68ffa8215796c88-420a-5f95-b0e0-6aebc68ffa82,USD,465.0,3,2023-11-20
130,202311200799563,15796c88-420a-5f95-b0e0-6aebc68ffa8228d9b872-e278-5709-a0de-0491aad0aba2,USD,775.0,5,2023-11-20
131,202311200884995,500511ac-f71d-5f88-bb0a-4116d443e010500511ac-f71d-5f88-bb0a-4116d443e010,USD,680.0,4,2023-11-20
132,202311200650956,69483c99-73b4-55c0-89ef-0aaf53f40ec77db8a70c-9604-5746-a0bb-e7bbe80c7ccf,USD,280.0,2,2023-11-20
133,202311200023893,69483c99-73b4-55c0-89ef-0aaf53f40ec71d5d1a13-948d-58c5-9cf1-840572ff8c57,USD,420.0,3,2023-11-20
134,202311200063731,69483c99-73b4-55c0-89ef-0aaf53f40ec71d5d1a13-948d-58c5-9cf1-840572ff8c57,USD,420.0,3,2023-11-20
135,202311200201912,69483c99-73b4-55c0-89ef-0aaf53f40ec7497c7098-c3fa-5f52-81df-bfcce4f05337,USD,140.0,1,2023-11-20
136,202311200260769,2e2b9287-1daf-5c04-817f-030674177efb0b1d52c2-bc26-58a5-9e3d-9d3666992fd7,USD,140.0,1,2023-11-20
137,202311200532241,2e2b9287-1daf-5c04-817f-030674177efb0b1d52c2-bc26-58a5-9e3d-9d3666992fd7,USD,140.0,1,2023-11-20
138,202311200495907,2e2b9287-1daf-5c04-817f-030674177efb24203752-c0a3-5fb0-b9d2-f60ba6c072ab,USD,140.0,1,2023-11-20
139,202311200430027,461b4dbf-ab85-5673-8d44-eeb75f29bc846d6cfa04-0ec1-5c58-a94a-3066b4947140,USD,285.0,3,2023-11-20
140,202311200146932,461b4dbf-ab85-5673-8d44-eeb75f29bc846d6cfa04-0ec1-5c58-a94a-3066b4947140,USD,95.0,1,2023-11-20
141,202311200169569,461b4dbf-ab85-5673-8d44-eeb75f29bc847572fe97-b42b-5250-b9c8-f5c5b5177d4f,USD,285.0,3,2023-11-20
142,202311200451118,461b4dbf-ab85-5673-8d44-eeb75f29bc847572fe97-b42b-5250-b9c8-f5c5b5177d4f,USD,95.0,1,2023-11-20
143,202311200241558,461b4dbf-ab85-5673-8d44-eeb75f29bc84790135fe-7e29-577f-bb3a-ea695e3b051c,USD,285.0,3,2023-11-20
144,202311200438216,461b4dbf-ab85-5673-8d44-eeb75f29bc84790135fe-7e29-577f-bb3a-ea695e3b051c,USD,190.0,2,2023-11-20
145,202311200314868,461b4dbf-ab85-5673-8d44-eeb75f29bc842451ca05-73e7-5d85-92e9-c2432ad50c2f,USD,285.0,3,2023-11-20
146,202311200513186,461b4dbf-ab85-5673-8d44-eeb75f29bc842451ca05-73e7-5d85-92e9-c2432ad50c2f,USD,190.0,2,2023-11-20
147,202311200759546,c5ac6240-2f9d-5ac3-a999-795759833ff4c5ac6240-2f9d-5ac3-a999-795759833ff4,USD,500.0,5,2023-11-20
148,202311200436154,c5ac6240-2f9d-5ac3-a999-795759833ff4c09edf02-3dca-5018-af8a-6f459d101967,USD,500.0,5,2023-11-20
149,202311200187268,c5ac6240-2f9d-5ac3-a999-795759833ff414ac45af-28e7-5ba3-9f6a-c867f220ef31,USD,200.0,2,2023-11-20
150,202311200040066,c5ac6240-2f9d-5ac3-a999-795759833ff414ac45af-28e7-5ba3-9f6a-c867f220ef31,USD,500.0,5,2023-11-20
151,202311200637805,1c6b7f45-92b9-5089-a433-88f4e9e9e303309f1813-991c-517a-985d-418c89e780be,USD,270.0,3,2023-11-20
152,202311200270617,1c6b7f45-92b9-5089-a433-88f4e9e9e303b9ed7281-8896-5d60-840b-f3ec516977e5,USD,90.0,1,2023-11-20
153,202311200465107,849fff05-736c-5ec8-8c02-d87a3687ed77fa551f8b-8f13-53d1-b080-b7992e2cea43,USD,1475.0,5,2023-11-20
154,202311200890499,849fff05-736c-5ec8-8c02-d87a3687ed77fa551f8b-8f13-53d1-b080-b7992e2cea43,USD,885.0,3,2023-11-20
155,202311200722587,07b2ddbb-09f2-595a-9c50-d441974e203507b2ddbb-09f2-595a-9c50-d441974e2035,USD,1180.0,4,2023-11-20
156,202311200994625,67017bd2-12a0-59d3-8d58-7d12541c142767017bd2-12a0-59d3-8d58-7d12541c1427,USD,270.0,1,2023-11-20
157,202311200564656,67017bd2-12a0-59d3-8d58-7d12541c142764c695e3-9074-586d-bb74-5d41c284ac12,USD,540.0,2,2023-11-20
158,202311200005405,67017bd2-12a0-59d3-8d58-7d12541c142764c695e3-9074-586d-bb74-5d41c284ac12,USD,1350.0,5,2023-11-20
159,202311200335704,6b2d4bec-bdb3-55f0-89f8-94e0913c5e036b2d4bec-bdb3-55f0-89f8-94e0913c5e03,USD,720.0,3,2023-11-20
160,202311200360792,6b2d4bec-bdb3-55f0-89f8-94e0913c5e03101c74bc-4a2a-5f86-a9db-300fb7e8e0ab,USD,1200.0,5,2023-11-20
161,202311200404590,e2579df1-4986-5d38-b3f2-bed19ee3594ce2579df1-4986-5d38-b3f2-bed19ee3594c,USD,960.0,4,2023-11-20
162,202311200987902,e2579df1-4986-5d38-b3f2-bed19ee3594cd039078b-9929-5d83-806e-6401167701dd,USD,240.0,1,2023-11-20
163,202311200071719,e2579df1-4986-5d38-b3f2-bed19ee3594cd039078b-9929-5d83-806e-6401167701dd,USD,1200.0,5,2023-11-20
164,202311200128382,807d4414-c9d7-5358-8c29-b3e80eada34c807d4414-c9d7-5358-8c29-b3e80eada34c,USD,285.0,1,2023-11-20
165,202311200973398,807d4414-c9d7-5358-8c29-b3e80eada34c5de2cb01-bae1-54b5-94db-bb0213891633,USD,285.0,1,2023-11-20
166,202311200268351,3db1e2b4-4042-5c54-a30b-be266eeae098d460bb91-3c98-5f9b-a885-70b4dad840a0,USD,360.0,3,2023-11-20
167,202311200463133,3db1e2b4-4042-5c54-a30b-be266eeae098d460bb91-3c98-5f9b-a885-70b4dad840a0,USD,120.0,1,2023-11-20
168,202311200723301,3db1e2b4-4042-5c54-a30b-be266eeae09815497587-71cd-50cf-8eba-bbbf79b301f8,USD,600.0,5,2023-11-20
169,202311200458395,d77bd282-c20b-53d7-8cd3-8a113b57a3cde6769933-5384-5ace-9bdf-ac92ac438e11,USD,800.0,5,2023-11-20
170,202311200112109,d77bd282-c20b-53d7-8cd3-8a113b57a3cde6769933-5384-5ace-9bdf-ac92ac438e11,USD,480.0,3,2023-11-20
171,202311200874951,d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,160.0,1,2023-11-20
172,202311200668875,d77bd282-c20b-53d7-8cd3-8a113b57a3cdaefc3eaa-318e-55a2-a547-7cc7d19d6197,USD,640.0,4,2023-11-20
173,202311200105472,d77bd282-c20b-53d7-8cd3-8a113b57a3cddcea5ad3-da6a-548d-a7d3-a1003d63d2fc,USD,800.0,5,2023-11-20
174,202311200816138,d77bd282-c20b-53d7-8cd3-8a113b57a3cddcea5ad3-da6a-548d-a7d3-a1003d63d2fc,USD,160.0,1,2023-11-20
175,202311200183628,d1020795-95a8-5f73-9ec4-f632ca84e55c0e9ecac2-281b-510c-b098-dc5cf5ba997b,USD,480.0,4,2023-11-20
176,202311200415092,d9fa37a0-3061-5bef-8af8-86f76cb2bdf38b9b0fa7-8b06-57b4-8720-0c577b3d4cc1,USD,210.0,2,2023-11-20
177,202311200639350,d9fa37a0-3061-5bef-8af8-86f76cb2bdf36ba67ff4-9a8e-5fdc-924c-de9c6e92366f,USD,525.0,5,2023-11-20
178,202311200562262,d9fa37a0-3061-5bef-8af8-86f76cb2bdf36ba67ff4-9a8e-5fdc-924c-de9c6e92366f,USD,210.0,2,2023-11-20
179,202311200596429,d9fa37a0-3061-5bef-8af8-86f76cb2bdf37c4a8289-7b0f-5579-970f-013f45f405df,USD,420.0,4,2023-11-20
180,202311200736132,d9fa37a0-3061-5bef-8af8-86f76cb2bdf37c4a8289-7b0f-5579-970f-013f45f405df,USD,525.0,5,2023-11-20
